CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;B015;B016;B017;B018;B019;B031_01;B032_01;B033_01;B034_01;B035_01;B038_01;B039_01;B040_01;B041_01;B042_01;B043_01;B043_02;B043_03;B043_04;B043_05;MI02_01;MI02_02;MI02_03;MI02_04;MI02_05;MI02_06;MI02_07;MI02_08;MI02_09;MI02_10;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_10;MF02_11;MF02_12;MF02_13;MF02_14;MF02_15;MF02_16;MF03_01;MF03_02;MF03_03;MF03_04;MF03_05;MF03_06;MF03_07;MF03_08;MF03_09;MF03_10;MF03_11;MF03_12;MF03_13;MF03_14;MF03_15;MF03_16;ZU02_01;ZU03_01;ZU04_01;ZU05_01;ZU06;ZU07;ZU08_01;GN01_01;GN02_01;GN03_01;GN04_01;GN05_01;VA01_01;DE01_01;DE02;DE03;DE04;DE05;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;DEG_MISS;DEG_TIME;DEGRADE
429;VU6WRE;;base;interview;03.02.15 13:12;6;6;2;1;2;57;90;62;4;35;5;1;3;9;7;;;;;;6;6;2;1;5;3;2;6;4;5;6;5;2;5;5;1;4;5;6;3;4;6;5;5;4;1;5;6;4;6;4;6;5;5;5;2;3;4;4;4;4;1;1;75;55;2;3;3;;ich-bezogen;sozial;entscheidungsunfreudig;verwirrt;unentschlossen;offen;29;1;1;2;1;1;21;21;8;1;8;137;144
430;VRBLDJ;;base;interview;03.02.15 13:49;7;3;4;4;3;1;100;88;101;54;10;0;5;10;3;;;7;;2;7;7;7;1;4;7;1;5;4;7;6;6;3;4;5;1;6;6;6;4;4;6;6;6;5;1;6;6;4;4;2;6;6;6;5;1;1;6;6;6;2;1;2;100;37;1;3;3;Ich würde auch in der Zukunft gerne wieder bei Befragungen mitmachen.;Egoist;sozial;Spieler;Egoist mit Hang z. Risiko;Spieler mit Gewissen;verdeckt;57;2;2;-9;1;1;21;21;5;1;6;10;16
431;64ME0O;;base;interview;03.02.15 15:06;7;2;3;4;2;1;101;79;1;86;10;0;2;10;1;;;;;;7;5;1;1;5;5;1;6;5;7;6;4;1;1;4;1;6;6;4;1;4;6;6;2;1;6;6;6;3;2;3;6;5;6;4;1;1;5;4;3;1;1;-9;10;99;5;3;2;;I, me and myself;Mensch;Mr. Zufall;Heuschrecke;Mensch 2;offen;47;1;2;-9;1;1;21;21;10;3;16;2;19
432;ITNR58;;base;interview;03.02.15 16:19;7;2;3;2;2;98;44;21;6;5;1;1;2;3;3;;;;;;7;7;5;1;6;6;2;4;5;7;6;6;2;4;4;1;5;6;6;2;4;6;6;4;4;4;5;5;4;4;2;6;6;5;3;1;2;4;3;2;2;1;2;90;14;7;3;3;;Ich-bezogen;Altruist;Nicht-Entscheider;Umentscheider;UmentscheiderB;verdeckt;43;1;2;-9;1;1;21;21;9;2;10;22;33
435;NG85A0;;base;interview;03.02.15 20:54;4;7;2;4;3;101;2;17;1;1;8;2;4;0;0;;;;;;5;5;2;1;3;2;1;1;1;3;3;5;6;5;6;2;3;5;2;4;2;6;6;6;6;6;2;2;6;5;5;6;2;2;1;1;6;3;1;2;2;1;6;100;100;7;3;6;"Der Islam gehört nicht zu meinem Europa. Ich habe mich entschieden. 
Der Islamismus und hier seine Terrorgruppen ist mit allen mlitärischen Mitteln und deutscher Beteiligung zu bekämpfen.
Eine Religion, deren Prophet zum Töten aufruft und selber getötet hat, verdient meine Fürsorge nicht. 
";Entscheider;Kompromissler;Spieler;Die Griechen;Die Griechen2;offen;57;2;2;-9;1;1;21;21;8;2;8;22;30
436;1KJCF7;;base;interview;04.02.15 08:07;4;2;3;4;2;10;66;101;16;89;2;0;0;2;0;10;;;7;;7;5;2;1;2;5;3;6;5;6;2;5;1;1;1;1;5;6;2;1;1;4;5;2;1;1;4;5;1;3;1;5;4;5;2;1;1;1;5;3;2;1;-9;70;22;4;3;3;"Ich würde gerne über die Studie informiert werden, wenn diese veröffentlich wird.
Über eine Rückmeldung dazu würde ich mich freuen: c.w.peters@htp-tel.de";sich bereichernde Person;verblendeten Altruisten;fair und überlegt;unsicher;wankelmütig und gutherzig;verdeckt;21;2;1;3;1;1;21;21;5;2;9;9;18
437;CQ6F9U;;base;interview;04.02.15 08:07;6;3;5;3;2;42;75;64;27;63;7;2;2;8;3;;;1;;;6;6;3;1;3;3;3;3;2;5;5;4;3;4;5;1;5;5;5;3;4;5;4;3;3;1;4;5;4;5;4;6;6;5;3;1;3;5;3;4;4;2;2;99;57;5;3;7;-;Hamster;Austeiler;nicht Entscheidungsfreudi;Täuscher;Täuschung B;offen;30;1;2;-9;1;1;21;21;6;1;7;16;23
440;LLKRO2;;base;interview;04.02.15 08:13;5;2;4;3;2;1;101;30;1;38;10;0;5;10;0;8;;;;1;7;5;1;1;4;1;3;1;4;5;5;5;1;1;2;1;6;4;2;1;1;6;5;2;1;1;5;5;1;1;1;5;6;5;1;1;1;6;1;4;1;1;2;99;51;3;3;4;;Kapitalist;emphatisch;entscheidungsunfreudig;peinlichen Betrüger;unentschlossenen Reuigen;offen;30;2;1;1;1;1;21;21;5;1;5;4;9
444;Y4ZJIP;;base;interview;04.02.15 08:20;7;3;2;2;2;101;54;13;9;16;10;10;10;10;10;;;;;;7;4;3;1;4;4;1;2;2;5;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;1;4;6;6;6;3;6;6;6;6;3;6;1;4;5;1;1;1;70;60;7;3;6;;zielstrebig;sozial;unentschieden;unentschlossen;unentschlossen;offen;39;2;2;-9;1;1;21;21;9;2;10;21;31
445;SB1UCJ;;base;interview;04.02.15 08:21;1;3;6;2;2;12;36;92;24;6;8;8;4;6;8;;;;;;4;4;1;1;5;3;3;5;4;4;6;5;4;4;4;1;5;4;6;2;3;6;4;3;4;1;6;5;5;6;2;4;6;3;2;2;1;5;3;4;2;1;-9;25;64;6;3;5;;gierig;bescheiden;selbstsicher;listig;dumm;offen;46;1;2;-9;2;1;21;21;10;3;16;14;30
447;ZRUPJ8;;base;interview;04.02.15 08:23;7;3;4;2;2;33;82;44;11;19;7;2;5;9;9;;;;;;6;6;2;1;4;5;2;5;6;2;6;6;4;2;3;1;6;6;6;3;4;6;6;6;4;1;5;5;3;2;3;5;6;5;3;1;1;6;4;4;3;1;3;50;-1;4;3;4;;egoistisch;sozial agierend;unentschlossen;unehrlich;Unehrlich;offen;25;1;1;4;1;1;21;21;9;3;14;8;21
449;9M20TF;;base;interview;04.02.15 08:30;7;3;3;3;2;85;14;34;9;2;1;1;1;1;1;;;;;;7;7;4;1;6;5;1;6;6;6;6;6;5;5;4;1;6;6;6;2;2;6;6;5;4;1;5;5;2;5;1;5;2;5;4;1;1;3;2;3;3;1;1;20;-1;7;3;3;;wirtschaftlich;unwirtschaftlich;entscheidungsunfreudig;feige;unsicher;offen;29;1;2;-9;1;1;21;21;10;3;16;9;25
450;P0B4LW;;base;interview;04.02.15 08:30;3;5;3;6;5;90;100;35;62;54;7;8;3;10;7;;;;;;7;7;1;1;5;5;1;3;3;7;5;4;1;5;5;1;6;6;5;4;4;6;5;4;4;3;5;5;5;5;4;6;6;6;6;2;2;6;5;5;5;2;5;100;-9;1;3;1;;Entscheider;Alpha-Tiere;Unentschlossen;Unentschlossene Zocker;Vorsichtiger Zocker;verdeckt;38;2;2;-9;1;1;21;21;10;3;16;15;31
453;G7XNHK;;base;interview;04.02.15 08:35;7;3;5;2;3;31;68;49;31;50;1;0;1;0;1;2;;;;;6;6;1;1;3;1;1;3;4;2;5;5;1;2;3;2;5;4;2;2;2;6;5;2;2;3;6;4;1;1;2;6;4;6;1;1;4;6;2;4;4;1;2;10;100;7;2;4;;A;B;C;D;E;verdeckt;24;2;1;1;1;1;21;21;6;1;6;36;42
454;S5MXXX;;base;interview;04.02.15 08:35;2;2;6;4;2;45;101;54;1;48;6;0;3;10;2;;;;;;6;6;1;1;4;5;3;5;4;6;3;5;1;1;2;1;5;6;3;2;1;6;5;2;1;1;3;4;4;2;1;6;3;5;3;1;1;5;3;4;4;1;1;10;100;4;3;3;;mir offen das meiste;offen generös;entscheidungsunwillig;verdeckt geizig;unentschlossen;offen;47;1;2;-9;1;1;21;21;9;2;10;0;10
456;7AVTZJ;;base;interview;04.02.15 08:39;7;4;4;3;2;31;84;81;4;93;7;2;2;8;1;;;;;;7;6;2;1;5;5;1;5;6;7;5;5;1;2;2;1;6;5;5;3;5;6;5;5;1;4;4;5;4;5;4;6;5;6;5;2;1;5;2;5;4;2;7;50;86;5;3;2;;Egoisten;großzügig;spontan;wankelmütig;freundlich;offen;42;1;2;-9;1;1;21;21;9;2;10;34;44
457;E8MPRU;;base;interview;04.02.15 08:40;7;2;5;2;2;77;29;76;20;19;3;3;3;3;3;;;;;;7;5;2;1;6;4;2;6;6;6;4;5;4;6;5;4;4;5;5;5;4;6;6;6;5;1;4;6;5;6;1;5;6;6;5;1;1;6;6;6;5;1;1;90;94;5;3;7;-;rational;irrational;Spieler;unüberlegt;Aufgeber;verdeckt;29;2;2;-9;1;1;21;21;8;2;8;41;49
458;24KRD7;;base;interview;04.02.15 08:41;7;4;3;2;2;33;70;50;10;26;8;2;0;9;5;;;;;;7;7;1;1;7;7;1;3;6;7;5;6;1;4;4;2;6;6;6;2;1;6;6;5;3;1;5;6;3;2;1;6;6;6;4;1;1;6;6;6;4;1;-9;100;65;-9;3;3;;egoistisch;selbstlos;fair;berchenbar;unentschieden;offen;30;1;1;5;1;1;21;21;10;4;20;58;79
459;SXBC0W;;base;interview;04.02.15 08:42;7;6;5;5;;41;75;24;49;;6;3;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;Entscheidungshilfe 20;nichtentscheidungsfähig;direkt;;offen;;;;;;0;10;10;0;0;0;3;3
461;WTAVK1;;base;interview;04.02.15 08:45;4;5;7;3;2;20;57;82;5;15;7;5;3;10;8;;;;;;7;7;5;1;6;6;1;6;7;7;5;5;4;3;2;1;5;5;6;3;2;2;3;-9;2;1;5;6;6;5;5;6;6;5;2;4;3;5;4;6;5;1;1;80;66;7;3;2;;Eigennutz;Großzügig;Rational;Scheinheilig;Unbegreiflich;offen;24;1;1;4;1;1;21;21;9;3;15;52;67
463;M8PPTL;;base;interview;04.02.15 08:47;7;2;4;2;2;35;100;34;20;66;10;0;5;8;2;;;;;;7;7;2;1;4;4;1;5;5;7;6;5;2;2;3;1;6;5;4;2;2;6;6;3;2;2;6;6;3;4;2;6;6;6;3;1;1;6;4;3;2;4;3;80;62;7;3;7;;Egoist;Altruist;Unschlüssig;leugnender Egoist;Feigling;verdeckt;33;1;1;4;1;1;21;21;8;1;8;0;8
464;8QBSJA;;base;interview;04.02.15 08:48;6;6;7;3;2;60;81;50;28;33;7;3;5;8;5;;;;;;6;6;3;1;4;4;2;3;3;5;5;4;3;3;4;2;6;4;6;3;3;5;5;5;4;2;5;6;5;4;4;6;5;5;4;3;4;6;3;3;3;2;5;60;52;6;3;7;;gierig;großzügig;unentschlossen;hinterhältig;mutlos;offen;52;1;2;-9;1;1;21;21;9;2;10;5;15
465;CBYC7X;;base;interview;04.02.15 08:50;7;2;3;6;2;19;83;62;5;77;5;2;1;8;1;6;2;1;8;1;7;7;2;1;4;4;1;4;4;7;6;6;1;2;3;1;6;6;6;1;3;6;6;4;4;1;4;5;1;3;2;5;6;5;5;1;1;5;5;5;1;1;5;70;-1;2;3;4;;egoisten;interessant;fair;Täuscher;interessant;offen;45;1;2;-9;1;1;21;21;4;2;10;7;17
466;Z2SXUN;;base;interview;04.02.15 08:56;7;2;2;2;1;87;41;63;34;23;4;4;4;6;6;;;;;;5;2;2;1;6;6;5;7;6;5;6;2;1;2;1;1;6;5;5;2;4;6;5;4;2;1;2;5;1;2;1;6;4;6;4;1;1;5;6;-9;1;1;1;70;-1;5;3;3;;Ökonom;Gutmensch;Abenteurer;Inkonsequent;Inkonsequent;verdeckt;32;1;2;-9;1;1;21;21;11;4;23;68;92
469;MPHS0W;;base;interview;04.02.15 08:58;6;2;4;1;1;48;47;52;46;47;5;4;4;5;4;5;4;4;5;4;7;5;3;1;4;4;3;2;2;6;5;5;2;4;4;1;6;6;6;5;5;6;5;5;4;2;5;5;4;5;4;5;6;5;5;3;3;6;4;5;2;2;5;50;50;4;3;2;;eigennützig;altruistisch;unentschlossen;unentschlossen eigennützi;unentschl.-altruistisch;offen;33;1;1;2;1;1;21;21;1;0;2;56;58
473;CTT3AX;;base;interview;04.02.15 09:04;7;2;3;4;1;29;77;99;37;53;7;2;1;5;3;;;;;;6;6;3;1;5;4;2;3;3;4;5;5;2;2;3;1;5;5;5;2;2;4;4;1;2;1;5;5;3;4;1;5;4;5;4;3;2;4;3;5;3;1;1;90;42;3;3;4;;Egoist;selbstlos;korrekt;feige;feige aber gerecht;offen;28;1;1;6;1;1;21;21;8;1;8;58;65
474;LHXRPX;;base;interview;04.02.15 09:08;5;2;6;3;3;51;87;101;1;94;8;4;4;10;6;;;;8;;7;7;4;1;6;5;1;6;6;7;5;4;1;4;3;1;6;5;6;3;3;5;5;5;2;3;5;6;4;5;2;6;6;6;5;1;3;6;6;5;1;1;3;80;78;3;3;2;;selbstorientiert;sozial;korrekt;unentschieden;selbstlos;verdeckt;24;1;-9;3;1;1;21;21;8;3;14;55;69
475;8UJN1J;;base;interview;04.02.15 09:08;7;3;7;5;6;41;85;101;11;98;10;3;1;10;2;;;3;;3;7;7;1;1;1;2;1;1;1;7;6;5;1;1;4;1;5;6;3;2;4;6;6;6;5;6;5;6;5;5;2;6;6;6;4;1;1;6;6;5;6;1;7;90;51;1;3;7;;ich60;ich20;ichMünze;ichMünze60;ichMünze20;verdeckt;50;1;1;3;1;1;21;21;5;1;5;18;23
477;32Y7RV;;base;interview;04.02.15 09:15;4;5;7;3;3;23;49;32;7;70;5;2;3;10;1;;;;;;7;5;1;1;2;1;1;1;1;7;5;6;3;5;6;1;5;6;6;3;2;3;4;5;2;2;5;6;5;5;1;3;5;6;6;1;2;6;2;6;6;1;7;20;57;7;3;3;;ökonomisch rationalerer;ökonomisch irrationalerer;kognitive Geizhälse;Schwindler;sterbender Schwan;offen;36;2;2;-9;1;1;21;21;9;2;10;16;26
478;ESQF5F;;base;interview;04.02.15 09:20;6;7;4;4;3;100;51;47;13;7;5;10;8;10;10;5;10;8;10;10;7;7;4;1;7;3;1;4;7;7;3;3;3;6;6;1;6;6;4;6;6;6;6;3;3;1;4;6;4;6;4;6;6;6;3;2;2;6;1;6;6;1;-9;50;68;7;2;5;;Entscheider;Sozial;Angsthase;Spieler;Schwächling;verdeckt;52;2;2;-9;1;1;21;21;4;2;10;40;50
479;8RTG65;;base;interview;04.02.15 09:23;7;2;3;5;1;50;26;47;9;4;8;3;6;10;1;;;4;;2;6;7;6;1;7;6;2;7;7;4;6;5;1;4;3;1;6;5;6;3;1;6;6;4;5;1;6;5;5;4;1;6;4;6;3;1;1;5;5;4;-9;1;2;90;62;5;3;-9;"Für Menschen aus Ländern ist die Sonntagsfrage leider kaum bis nicht zu beantworten, da das zwar ev ein grober Überblick über die Parteienlandschaft besteht, aber die Ziele dann doch oft unbekannt sind.
Ansonsten sehr interessante Studie!!";ehrgeizig;nicht selbstsicher;experimentierfreudig;hinterlistig;selbstlos;offen;23;1;1;3;1;1;21;21;6;3;18;28;46
481;ATGZID;;base;interview;04.02.15 09:27;6;2;5;2;2;49;89;48;12;33;10;2;10;10;10;8;;;;;7;5;4;1;5;2;5;3;3;6;5;4;2;2;5;1;6;6;6;3;4;6;6;5;4;3;4;6;3;4;2;6;6;6;5;1;2;5;2;3;5;3;5;75;68;7;3;5;;entschlossen;großzügig;unentschlossen;wankelmütig;schuldbewusst;verdeckt;35;2;2;-9;1;1;21;21;8;2;9;72;80
482;2NE6LG;;base;interview;04.02.15 09:27;4;7;2;3;2;40;66;32;4;69;6;5;8;10;4;;;;;;5;4;3;1;2;3;6;3;3;1;3;4;1;4;2;3;3;2;2;1;3;6;5;1;2;1;6;3;2;6;1;2;6;5;1;1;1;4;2;4;5;1;-9;0;76;6;3;1;;Egoist;Spender;Zurückhaltend;Unentschlossen_Egoistisch;Unentschlossen_Spendabel;offen;30;2;2;-9;1;1;21;21;10;3;16;38;55
483;Z0L0HH;;base;interview;04.02.15 09:30;3;4;6;2;1;74;44;26;66;33;4;6;9;4;8;2;6;6;7;9;6;6;2;1;7;6;2;5;4;6;3;3;4;4;5;3;4;6;6;4;6;6;6;5;-9;6;6;6;6;4;5;5;4;6;4;5;4;4;3;5;5;4;5;75;81;5;3;5;;Vorsorger;Gutmensch;mitläufer;Abwäger;bessermensch;verdeckt;65;1;2;-9;1;1;21;21;4;2;12;0;12
484;7D1NVO;;base;interview;04.02.15 09:30;5;5;4;5;2;51;69;90;32;53;5;5;3;7;5;5;5;3;7;5;6;6;5;2;4;5;2;5;6;6;4;6;2;2;2;2;6;6;6;2;2;6;6;6;2;1;3;6;4;6;1;4;6;5;3;1;1;4;2;2;1;1;1;100;22;3;3;7;;selbstbevorteilend;fremdbevorteilend;zufallsentscheider;geheim selbstbevorteilend;geheim fremdbevorteilend;offen;25;2;1;6;1;1;21;21;1;0;2;18;19
485;73MOEQ;;base;interview;04.02.15 09:34;6;3;6;2;2;49;88;67;45;77;2;0;1;3;0;;;;2;;6;5;3;1;4;5;2;5;6;6;4;5;1;1;2;1;6;6;5;1;2;6;-9;5;3;1;5;6;3;3;1;6;6;5;3;1;1;6;4;4;2;1;2;30;46;2;3;3;Für Schweizer TeilnehmerInnen ist es schwieirg, sich den deutschen politischen Parteien zuzuordnen;Opportunist;Gönner;Fein Raus;Bereuer;Gutmensch;verdeckt;27;1;2;-9;1;1;21;21;8;3;14;16;30
486;5ZDTS8;;base;interview;04.02.15 09:36;-9;;;;;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;offen;;;;;;0;7;7;100;100;530;81;611
489;MQKCRW;;base;interview;04.02.15 09:48;7;1;6;5;2;91;9;3;1;1;9;10;10;10;10;;;;;;4;4;1;1;3;1;4;1;1;7;5;5;3;2;6;1;6;6;6;3;6;6;6;6;-9;6;4;4;1;2;6;6;6;5;6;1;4;6;1;4;1;1;-9;80;-1;-9;3;5;;wirtschaftlich;doof;Spieler;inkonsequent;unlogisch;offen;37;1;2;-9;1;1;21;21;14;7;36;43;80
491;LLK2W6;;base;interview;04.02.15 09:48;1;5;6;2;2;17;56;81;29;53;4;2;2;4;2;;;;;;6;5;3;2;5;5;2;5;5;5;4;5;2;2;3;1;5;5;5;2;3;6;5;3;3;1;6;5;3;2;1;5;6;6;3;1;1;5;2;5;3;1;1;90;85;5;2;3;;Banker;Normalo;Zufallsfan;Zweifler;Rechtmacher;verdeckt;22;1;1;3;1;1;21;21;8;1;8;14;21
495;Q14ZFX;;base;interview;04.02.15 09:57;5;3;2;2;2;59;71;67;49;52;7;5;5;5;5;5;;;;;6;-9;4;1;5;4;2;5;6;4;4;5;1;2;5;1;5;4;4;1;3;5;5;3;3;1;4;6;-9;2;1;6;6;5;4;1;1;6;2;4;-9;1;3;100;-1;5;3;3;;Macher;integrativ;unabhängig;ausgeglichen;ängstlich;verdeckt;43;1;2;-9;1;1;21;21;13;7;36;7;43
501;QJVGES;;base;interview;04.02.15 10:14;5;3;4;2;3;73;62;45;11;31;1;0;2;5;4;;;;;;6;6;3;1;4;5;3;5;3;6;5;5;2;2;3;2;6;6;4;2;2;5;5;4;4;1;4;5;3;4;3;5;4;5;3;2;3;4;3;3;3;2;1;50;-9;6;3;3;;konsequent;freigiebig;optimistisch;hinterlistig;ängstlich;offen;24;1;1;1;1;1;21;21;9;3;14;21;34
502;Q6DPKS;;base;interview;04.02.15 10:16;6;6;;;;49;52;;;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;normal;großzügig;;;;verdeckt;;;;;;0;9;9;0;0;0;12;12
503;4TA057;;base;interview;04.02.15 10:19;-9;;;;;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;verdeckt;;;;;;0;7;7;100;100;530;209;739
504;KP6MQR;;base;interview;04.02.15 10:19;6;6;2;3;2;50;50;76;7;52;6;0;1;10;2;;;;;;6;4;2;1;3;2;3;1;2;5;3;6;5;5;4;1;5;6;6;3;4;5;5;4;5;1;2;6;6;5;3;5;4;6;5;5;4;6;2;3;5;1;1;20;90;2;3;-9;;rational;uneigennützig;ehrlich & fair;hinterlistig & unfair;ehrlich & selbstlos;offen;26;2;2;-9;1;1;21;21;10;3;17;5;22
505;AWZZSQ;;base;interview;04.02.15 10:24;2;2;7;3;2;26;93;101;8;62;0;0;0;0;0;;;;;;7;6;1;1;3;1;1;1;5;7;3;1;1;1;4;1;2;6;6;2;4;6;6;6;1;1;3;6;4;2;1;6;6;6;5;2;1;1;1;2;2;1;1;11;87;3;3;6;"Bei der ""Teile-den-Geldbetrag""-Problematik ist es meiner Ansicht nach wesentlich, daß der zu verteilende Geldbetrag von dem bereitgestellt wurde, der auch die Regeln gemacht hat. Das führt meiner Ansicht nach dazu, daß jede Wahl des Verteilers legitim ist - schließlich hat der ""Spender"" des Geldes die Regeln ja bewußt so gestaltet. Wenn ein Erblasser mit 3 Söhnen einem davon alles vermacht, dann ist das auch nicht ungerecht, sondern sein gutes Recht (ist ja sein Geld).
Anders ist die Lage, wenn Geld und Regeln nicht aus der gleichen Quelle stammen. Beispiel: Ein Gärtner findet auf dem Grundstück seines Auftraggebers beim Umgraben einige Goldmünzen. Er kann nun den Fund nach seinem Belieben mit dem Auftraggeber teilen... oder ihn auch ganz verschweigen. Hier ist die Gerechtigkeitsfrage völlig anders zu beurteilen.
Ich bin mir nicht sicher, ob Ihnen dieser Unterschied so bewußt ist oder ob Sie überhaupt einen Unterschied in den Szenarien sehen.
";Selbstentscheider;großzügigen Entscheider;gerecht;Selbsttäuscher;inkonsequent;verdeckt;48;2;2;-9;1;1;21;21;8;2;8;4;12
506;9P3K4J;;base;interview;04.02.15 10:25;5;3;7;2;1;56;56;51;40;45;2;2;5;6;4;;;;;;6;2;1;2;3;3;4;6;6;5;4;5;3;5;6;2;5;6;6;3;5;6;6;6;6;3;2;6;5;5;4;6;4;5;5;3;4;3;2;4;4;1;2;40;37;7;3;1;Fragebogen Leider nicht für smartphones ausgelegt!!;direkt;direkt altr;Münze;what?!;what 2;offen;34;2;2;-9;1;1;21;21;8;2;8;32;40
508;5EN5EU;;base;interview;04.02.15 10:29;3;3;7;3;2;6;50;101;6;20;8;8;8;8;8;;;;;;7;7;3;1;4;4;1;2;2;4;5;4;3;3;3;1;6;6;6;4;3;5;5;5;5;3;4;4;3;4;2;6;4;4;6;2;2;6;3;3;5;1;6;33;98;5;3;-9;;direkt;klar bescheiden;taktisch;politisch taktierend;unverständlich;offen;50;1;2;-9;1;1;21;21;10;3;17;5;22
511;5TPKF6;;base;interview;04.02.15 10:49;4;2;6;3;2;51;37;75;16;25;2;0;0;5;1;1;;;;3;6;5;2;1;2;2;3;1;1;3;4;4;1;1;5;1;6;4;5;2;2;6;5;4;4;1;5;6;1;2;2;6;6;5;4;1;1;6;4;3;3;1;4;90;28;5;3;3;;erfolgsoptimiert;altruistisch;logisch;entscheidungsschwach;ziellos;offen;31;1;2;-9;1;1;21;21;6;1;7;22;29
512;D2W9EO;;base;interview;04.02.15 10:49;4;4;6;3;3;36;62;78;8;36;3;2;0;5;1;;;;;;6;5;3;1;3;5;3;3;3;3;5;4;2;4;4;1;6;6;3;5;4;5;6;6;4;2;5;6;2;6;2;6;3;6;2;3;3;6;2;5;4;1;2;99;53;7;3;2;;egoistisch;gönnerhaft;fair;verlogen;unsicher;verdeckt;27;1;1;2;1;1;21;21;8;1;8;1;8
513;YDO4Y5;;base;interview;04.02.15 10:50;7;3;4;2;2;51;79;89;51;71;5;1;1;5;1;;;;;;7;7;4;1;5;3;1;5;5;6;6;6;4;3;5;1;6;4;6;2;4;6;6;5;4;2;5;6;5;4;4;5;6;6;5;1;2;6;1;5;3;1;5;30;3;6;3;5;;okay;großzügig;gewissenhaft;okay;großzügig;verdeckt;24;1;1;4;1;1;21;21;8;1;8;13;21
514;LYGMIS;;base;interview;04.02.15 11:00;4;3;3;2;2;19;22;98;2;94;4;4;1;5;1;;;;;;6;6;2;1;3;3;2;1;5;5;6;6;4;5;4;1;5;6;4;2;3;6;6;4;4;4;3;6;5;6;3;6;5;6;4;1;1;6;2;3;3;1;5;90;-1;2;3;-9;;manipulierbar;beeinflussbar;fair;"""Betrüger""";unentschlossen;offen;21;1;1;3;1;1;21;21;10;4;21;2;23
515;J43URZ;;base;interview;04.02.15 11:02;7;3;2;2;2;56;44;38;52;42;2;1;3;3;3;;;;2;;5;5;2;1;4;4;4;5;2;4;5;4;3;2;3;1;5;5;5;3;2;5;5;5;3;1;4;5;4;3;2;5;6;5;3;2;2;3;3;3;4;1;3;70;100;5;2;4;;spontan;selbstlos;unsicher;wankelmütig;übertrieben;offen;29;1;1;5;1;1;21;21;6;1;6;48;54
520;88JL95;;base;interview;04.02.15 11:20;7;3;;;;96;50;;;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;normal;komisch;;;;offen;;;;;;0;8;8;0;0;0;49;49
521;50O0H1;;base;interview;04.02.15 11:20;4;2;4;3;2;55;57;58;59;56;3;3;3;3;3;;;;;;6;6;2;1;5;4;2;2;2;6;6;6;4;4;6;1;6;5;6;3;6;6;6;6;6;2;5;6;5;4;4;6;6;6;4;2;3;6;4;4;4;1;2;70;-1;5;3;7;gut-schlecht-Kategorien passen bei Entscheidungsfragen nur bedingt, weil man oft nicht im Vorhinein weiß, ob die Entscheidung dann auch gut/ schlecht ist... (Henne-Ei-Problem);Spontanentscheider;Spontanentscheider Altru;Zufallsgläubige;Unentschlossene;UnentschlosseneAltru;verdeckt;48;1;2;-9;1;1;21;21;9;3;14;15;29
522;ZBO8DA;;base;interview;04.02.15 11:21;7;3;7;2;2;49;28;19;7;78;3;3;6;3;3;;;;;;6;5;2;1;3;5;2;3;4;5;5;5;1;2;1;1;5;5;2;1;1;4;4;3;1;1;5;5;1;3;1;3;1;4;2;1;1;1;5;3;3;1;-9;20;100;5;3;7;Ich bin Österreicher und darum ist die Frage zur Wahl der politischen Partei nicht einfach, da ich sie nicht alle genau kenne. ;egoistisch;altruistisch;entscheidungsunwillig;ambivalent/unentschlossen;gewissengetrieben;offen;29;2;1;2;1;1;21;21;8;2;12;36;48
523;0WYLVQ;;base;interview;04.02.15 11:23;4;;;;;89;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;angemessen;;;;;offen;;;;;;0;7;7;0;0;0;199;199
524;3K2QQ8;;base;interview;04.02.15 11:24;5;3;2;3;2;32;71;50;13;65;7;0;0;9;1;;;;;;7;6;1;1;4;5;2;2;2;5;6;6;1;1;3;1;5;5;5;3;4;6;5;5;4;2;6;6;2;2;4;5;3;4;3;3;1;5;5;5;4;2;-9;50;-1;2;3;4;;Egoist;Altruist;Fan des Zufalls;Scheinheiligen;Verpeiler;verdeckt;34;2;2;-9;1;1;21;21;11;4;22;14;36
